YM,state,product,pu_cnt,rev
2017-08,PA,eletroportateis,1,999.9
2017-08,PA,esporte_lazer,4,336.28999999999996
2017-08,PA,fashion_bolsas_e_acessorios,1,40
2017-08,PA,informatica_acessorios,4,818.89
2017-08,PA,instrumentos_musicais,1,39.9
2017-08,PA,market_place,1,257.57
2017-08,PA,moveis_decoracao,3,972
2017-08,PA,moveis_escritorio,2,439.97
2017-08,PA,papelaria,1,165
2017-08,PA,pcs,1,1200
2017-08,PA,perfumaria,1,81
2017-08,PA,pet_shop,2,839.89
2017-08,PA,relogios_presentes,2,647.99
2017-08,PA,telefonia,5,912.8
2017-08,PA,utilidades_domesticas,5,540.5799999999999
2017-08,PB,beleza_saude,1,24.9
2017-08,PB,cama_mesa_banho,1,440
2017-08,PB,consoles_games,1,45
2017-08,PB,cool_stuff,2,730.9
2017-08,PB,esporte_lazer,2,158.9
2017-08,PB,fashion_bolsas_e_acessorios,1,34.9
2017-08,PB,informatica_acessorios,1,49.9
2017-08,PB,moveis_decoracao,4,393.49
2017-08,PB,perfumaria,1,56.99
2017-08,PB,pet_shop,1,189.99
2017-08,PB,telefonia_fixa,1,199.8
2017-08,PE,,1,149.9
2017-08,PE,alimentos,2,165.22
2017-08,PE,automotivo,4,207.4
2017-08,PE,bebes,1,77.94
2017-08,PE,beleza_saude,9,1902.9800000000002
2017-08,PE,brinquedos,2,202.79
2017-08,PE,cama_mesa_banho,7,1156.83
2017-08,PE,casa_conforto,1,229
2017-08,PE,consoles_games,2,178.89000000000001
2017-08,PE,cool_stuff,6,1243.87
2017-08,PE,dvds_blu_ray,1,19.9
2017-08,PE,eletrodomesticos,1,47.25
2017-08,PE,esporte_lazer,6,463.5
2017-08,PE,fashion_bolsas_e_acessorios,3,169.70000000000002
2017-08,PE,fashion_calcados,1,69.9
2017-08,PE,fashion_underwear_e_moda_praia,2,201.9
2017-08,PE,ferramentas_jardim,5,361.96000000000004
2017-08,PE,informatica_acessorios,3,123.89000000000001
2017-08,PE,instrumentos_musicais,1,1999
2017-08,PE,malas_acessorios,2,190.8
2017-08,PE,market_place,2,120.8
2017-08,PE,moveis_decoracao,4,381.89
2017-08,PE,moveis_sala,1,79.9
2017-08,PE,pcs,1,1100
2017-08,PE,perfumaria,2,99.89
2017-08,PE,pet_shop,1,74.9
2017-08,PE,relogios_presentes,9,1546.58
2017-08,PE,telefonia,4,385.87
2017-08,PE,utilidades_domesticas,1,121.8
2017-08,PI,,1,115
2017-08,PI,automotivo,1,338
2017-08,PI,bebes,1,59.9
2017-08,PI,beleza_saude,1,89.99
2017-08,PI,brinquedos,2,209.8
2017-08,PI,cama_mesa_banho,2,932.64
2017-08,PI,consoles_games,3,703.9
2017-08,PI,esporte_lazer,1,152.49
2017-08,PI,industria_comercio_e_negocios,1,748
2017-08,PI,informatica_acessorios,1,130
2017-08,PI,moveis_decoracao,1,129
2017-08,PI,moveis_escritorio,1,159.99
2017-08,PI,moveis_sala,1,79.9
2017-08,PI,perfumaria,1,169.9
2017-08,PI,relogios_presentes,2,428.9
2017-08,PI,tablets_impressao_imagem,1,99
2017-08,PI,telefonia,1,79.99
2017-08,PR,,1,99.77
2017-08,PR,audio,1,29.9
2017-08,PR,automotivo,7,713.5899999999999
2017-08,PR,bebes,6,900.4
2017-08,PR,beleza_saude,18,2604.51
2017-08,PR,brinquedos,14,1295.9900000000002
2017-08,PR,cama_mesa_banho,15,2652
2017-08,PR,consoles_games,4,165.69
2017-08,PR,cool_stuff,20,3646.0199999999995
2017-08,PR,eletrodomesticos,7,1033.05
2017-08,PR,eletronicos,6,274.39
2017-08,PR,eletroportateis,3,132.89
2017-08,PR,esporte_lazer,24,3202.4900000000002
2017-08,PR,fashion_bolsas_e_acessorios,1,29.99
2017-08,PR,fashion_calcados,2,169.8
2017-08,PR,fashion_roupa_masculina,1,129.99
2017-08,PR,fashion_underwear_e_moda_praia,1,59.9
2017-08,PR,ferramentas_jardim,6,640.42
2017-08,PR,informatica_acessorios,12,633.37
2017-08,PR,instrumentos_musicais,1,74.9
2017-08,PR,livros_interesse_geral,2,199.9
2017-08,PR,livros_tecnicos,1,384.93
2017-08,PR,malas_acessorios,1,48.9
2017-08,PR,market_place,2,104.83000000000001
2017-08,PR,moveis_decoracao,16,2378.7100000000005
2017-08,PR,moveis_escritorio,2,649.96
2017-08,PR,moveis_sala,1,116.04
2017-08,PR,papelaria,5,227.69
2017-08,PR,perfumaria,4,912.68
2017-08,PR,pet_shop,4,1004.33
2017-08,PR,relogios_presentes,14,2729.409999999999
2017-08,PR,tablets_impressao_imagem,1,99
2017-08,PR,telefonia,8,158.64
2017-08,PR,utilidades_domesticas,10,1022.6899999999999
2017-08,RJ,,7,791.72
2017-08,RJ,alimentos,1,63.49
2017-08,RJ,alimentos_bebidas,2,39.2
2017-08,RJ,artes,1,110
2017-08,RJ,audio,2,703.9
2017-08,RJ,automotivo,12,1297.9500000000003
2017-08,RJ,bebes,14,1759.1100000000001
2017-08,RJ,bebidas,1,109.9
2017-08,RJ,beleza_saude,39,8182.529999999996
2017-08,RJ,brinquedos,22,3038.7400000000002
2017-08,RJ,cama_mesa_banho,70,7709.32999999999
2017-08,RJ,casa_conforto,5,628.5999999999999
2017-08,RJ,climatizacao,3,2974.8
2017-08,RJ,consoles_games,10,1056.57
2017-08,RJ,construcao_ferramentas_construcao,3,234.62
2017-08,RJ,construcao_ferramentas_iluminacao,1,360
2017-08,RJ,cool_stuff,37,5988.339999999996
2017-08,RJ,dvds_blu_ray,1,16.9
2017-08,RJ,eletrodomesticos,6,367
2017-08,RJ,eletrodomesticos_2,2,978.99
2017-08,RJ,eletronicos,7,870.84
2017-08,RJ,eletroportateis,7,1676.98
2017-08,RJ,esporte_lazer,35,4933.1799999999985
2017-08,RJ,fashion_bolsas_e_acessorios,9,857.6899999999999
2017-08,RJ,fashion_calcados,5,434.0999999999999
2017-08,RJ,fashion_roupa_masculina,1,29.99
2017-08,RJ,ferramentas_jardim,35,4348.530000000002
2017-08,RJ,informatica_acessorios,33,2855.9600000000005
2017-08,RJ,instrumentos_musicais,4,1255.4099999999999
2017-08,RJ,livros_interesse_geral,6,520.29
2017-08,RJ,livros_tecnicos,1,89
2017-08,RJ,malas_acessorios,6,666.3999999999999
2017-08,RJ,market_place,4,367.29
2017-08,RJ,moveis_colchao_e_estofado,1,109.4
2017-08,RJ,moveis_decoracao,50,4831.07
2017-08,RJ,moveis_escritorio,12,2492.53
2017-08,RJ,moveis_sala,1,114.97
2017-08,RJ,papelaria,11,923.3699999999999
2017-08,RJ,pcs,3,3600
2017-08,RJ,perfumaria,19,1601.23
2017-08,RJ,pet_shop,7,627.34
2017-08,RJ,relogios_presentes,22,3503.0000000000005
2017-08,RJ,telefonia,8,971.38
2017-08,RJ,telefonia_fixa,1,158
2017-08,RJ,utilidades_domesticas,35,3982.7100000000014
2017-08,RN,alimentos,1,42
2017-08,RN,bebes,1,74.5
2017-08,RN,beleza_saude,1,325
2017-08,RN,brinquedos,3,225.78
2017-08,RN,consoles_games,1,120
2017-08,RN,cool_stuff,1,99.99
2017-08,RN,eletrodomesticos,1,303.45
2017-08,RN,esporte_lazer,5,621.49
2017-08,RN,ferramentas_jardim,1,59.9
2017-08,RN,informatica_acessorios,2,139.8
2017-08,RN,papelaria,1,99.6
2017-08,RN,perfumaria,1,259.9
2017-08,RN,telefonia,1,174
2017-08,RO,agro_industria_e_comercio,1,88
2017-08,RO,automotivo,1,35
2017-08,RO,bebes,1,388
2017-08,RO,brinquedos,1,49.9
2017-08,RO,cama_mesa_banho,1,117.99
2017-08,RO,consoles_games,1,19.9
2017-08,RO,esporte_lazer,1,69.9
2017-08,RO,fashion_bolsas_e_acessorios,2,59.89
2017-08,RO,informatica_acessorios,1,31.9
2017-08,RO,pcs,1,1200
2017-08,RO,perfumaria,1,122.61
2017-08,RO,pet_shop,1,36.8
2017-08,RO,telefonia,1,16.99
2017-08,RS,,5,469.79999999999995
2017-08,RS,artes,1,44.9
2017-08,RS,automotivo,5,360.21
2017-08,RS,bebes,13,790.3699999999999
2017-08,RS,beleza_saude,17,1307.33
2017-08,RS,brinquedos,10,601.9899999999999
2017-08,RS,cama_mesa_banho,39,5032.609999999998
2017-08,RS,casa_conforto,1,89.9
2017-08,RS,cds_dvds_musicais,1,90
2017-08,RS,climatizacao,1,109
2017-08,RS,consoles_games,4,143.78
2017-08,RS,cool_stuff,19,3637.0899999999997
2017-08,RS,eletrodomesticos,1,184.8
2017-08,RS,eletronicos,8,281.28999999999996
2017-08,RS,eletroportateis,1,18.9
2017-08,RS,esporte_lazer,33,4028.580000000002
2017-08,RS,fashion_bolsas_e_acessorios,3,228.8
2017-08,RS,fashion_calcados,1,32.9
2017-08,RS,ferramentas_jardim,16,1980.6800000000003
2017-08,RS,informatica_acessorios,22,2556.86
2017-08,RS,livros_interesse_geral,1,31.5
2017-08,RS,malas_acessorios,2,218.8
2017-08,RS,market_place,1,27.93
2017-08,RS,moveis_decoracao,21,2042.150000000001
2017-08,RS,moveis_escritorio,4,589.96
2017-08,RS,moveis_sala,1,179.99
2017-08,RS,papelaria,5,361.8
2017-08,RS,pcs,2,2050
2017-08,RS,perfumaria,4,687.88
2017-08,RS,pet_shop,3,529.98
2017-08,RS,relogios_presentes,12,2392.29
2017-08,RS,telefonia,18,1066.2200000000003
2017-08,RS,telefonia_fixa,1,19.99
2017-08,RS,utilidades_domesticas,24,2106.960000000001
2017-08,SC,,2,162.49
2017-08,SC,alimentos,1,19.9
2017-08,SC,audio,1,49.9
2017-08,SC,automotivo,10,4045.6000000000004
2017-08,SC,bebes,4,374.78999999999996
2017-08,SC,beleza_saude,11,1422.65
2017-08,SC,brinquedos,2,194.8
2017-08,SC,cama_mesa_banho,15,2086.39
2017-08,SC,casa_conforto,2,368.9
2017-08,SC,consoles_games,1,79.99
2017-08,SC,cool_stuff,7,801.75
2017-08,SC,eletrodomesticos,1,161.6
2017-08,SC,eletrodomesticos_2,3,778
2017-08,SC,eletronicos,1,10
2017-08,SC,eletroportateis,1,98
2017-08,SC,esporte_lazer,16,2128.59
2017-08,SC,fashion_bolsas_e_acessorios,4,179.78000000000003
2017-08,SC,fashion_esporte,1,59.9
2017-08,SC,fashion_roupa_feminina,1,19.9
2017-08,SC,fashion_roupa_infanto_juvenil,1,49.9
2017-08,SC,fashion_underwear_e_moda_praia,1,49.9
2017-08,SC,ferramentas_jardim,10,1175.44
2017-08,SC,informatica_acessorios,14,1548
2017-08,SC,instrumentos_musicais,2,369.8
2017-08,SC,malas_acessorios,1,99.9
2017-08,SC,market_place,2,304.9
2017-08,SC,moveis_decoracao,14,1246.67
2017-08,SC,moveis_escritorio,1,159.98
2017-08,SC,moveis_quarto,1,229
2017-08,SC,papelaria,2,108.9
2017-08,SC,perfumaria,4,269.79
2017-08,SC,pet_shop,4,363.88
2017-08,SC,relogios_presentes,5,1001.4999999999999
2017-08,SC,sinalizacao_e_seguranca,1,129
2017-08,SC,telefonia,4,104.77999999999999
2017-08,SC,telefonia_fixa,1,1380
2017-08,SC,utilidades_domesticas,8,657.55
2017-08,SE,automotivo,4,177.87
2017-08,SE,bebes,1,399.9
2017-08,SE,beleza_saude,2,408.89
2017-08,SE,brinquedos,1,159
2017-08,SE,cama_mesa_banho,2,600
2017-08,SE,esporte_lazer,2,130.89000000000001
2017-08,SE,ferramentas_jardim,1,119.8
2017-08,SE,informatica_acessorios,1,49.9
2017-08,SE,malas_acessorios,1,117.9
2017-08,SE,papelaria,1,59.9
2017-08,SE,pcs,2,2500
2017-08,SE,pet_shop,1,32.64
2017-08,SE,telefonia,1,65
2017-08,SP,,31,1943.7800000000004
2017-08,SP,alimentos,3,73.89
2017-08,SP,alimentos_bebidas,6,208.06000000000003
2017-08,SP,artes,1,44.9
2017-08,SP,audio,2,178
2017-08,SP,automotivo,55,5380.019999999998
2017-08,SP,bebes,41,6988.249999999997
2017-08,SP,bebidas,1,10
2017-08,SP,beleza_saude,139,13397.689999999979
2017-08,SP,brinquedos,66,6543.459999999993
2017-08,SP,cama_mesa_banho,195,22361.580000000064
2017-08,SP,casa_conforto,8,1418.1900000000003
2017-08,SP,casa_conforto_2,2,38.7
2017-08,SP,cds_dvds_musicais,1,45
2017-08,SP,climatizacao,6,885.77
2017-08,SP,consoles_games,33,4106.020000000001
2017-08,SP,construcao_ferramentas_jardim,3,821.6
2017-08,SP,cool_stuff,79,12305.90999999999
2017-08,SP,dvds_blu_ray,2,36.8
2017-08,SP,eletrodomesticos,19,1037.85
2017-08,SP,eletrodomesticos_2,7,1276.58
2017-08,SP,eletronicos,19,788.7299999999998
2017-08,SP,eletroportateis,12,773.6799999999998
2017-08,SP,esporte_lazer,147,15131.729999999972
2017-08,SP,fashion_bolsas_e_acessorios,40,2442.3800000000006
2017-08,SP,fashion_calcados,5,297.5
2017-08,SP,fashion_roupa_feminina,2,113.9
2017-08,SP,fashion_roupa_masculina,6,454.4
2017-08,SP,fashion_underwear_e_moda_praia,8,609.3
2017-08,SP,ferramentas_jardim,70,9012.05999999999
2017-08,SP,informatica_acessorios,131,17174.28999999998
2017-08,SP,instrumentos_musicais,3,441.78999999999996
2017-08,SP,la_cuisine,2,313
2017-08,SP,livros_importados,1,61
2017-08,SP,livros_interesse_geral,15,1161.5099999999998
2017-08,SP,livros_tecnicos,6,675.9
2017-08,SP,malas_acessorios,20,2592.900000000001
2017-08,SP,market_place,4,184.68
2017-08,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,6,717.1999999999999
2017-08,SP,moveis_decoracao,146,14643.059999999965
2017-08,SP,moveis_escritorio,12,3044.87
2017-08,SP,moveis_quarto,2,389
2017-08,SP,moveis_sala,9,938.8399999999998
2017-08,SP,papelaria,31,2697.65
2017-08,SP,pcs,8,9300
2017-08,SP,perfumaria,45,4647.899999999998
2017-08,SP,pet_shop,35,4694.409999999997
2017-08,SP,portateis_casa_forno_e_cafe,2,109.06
2017-08,SP,relogios_presentes,73,11138.19999999999
2017-08,SP,sinalizacao_e_seguranca,2,218.9
2017-08,SP,telefonia,37,2326.58
2017-08,SP,telefonia_fixa,8,1394.76
2017-08,SP,utilidades_domesticas,109,10487.06999999999
2017-08,TO,automotivo,1,109
2017-08,TO,beleza_saude,3,145.98
2017-08,TO,cool_stuff,3,353.97
2017-08,TO,informatica_acessorios,2,79
2017-08,TO,livros_interesse_geral,1,32.9
2017-08,TO,papelaria,1,97.9
2017-08,TO,pcs,1,1200
2017-08,TO,relogios_presentes,2,91.83
2017-08,TO,telefonia,1,21.99
2017-09,AC,cama_mesa_banho,1,148
2017-09,AC,eletronicos,1,189.9
2017-09,AC,eletroportateis,1,54
2017-09,AC,esporte_lazer,1,194.99
2017-09,AC,pcs,1,1200
2017-09,AL,audio,1,89
2017-09,AL,automotivo,1,117.3
2017-09,AL,beleza_saude,4,1006
2017-09,AL,brinquedos,1,109.9
2017-09,AL,cama_mesa_banho,2,83.80000000000001
2017-09,AL,consoles_games,1,19.9
2017-09,AL,cool_stuff,2,168.9
2017-09,AL,eletronicos,1,79
2017-09,AL,esporte_lazer,2,425.8
2017-09,AL,ferramentas_jardim,1,59.9
2017-09,AL,perfumaria,1,56.99
2017-09,AL,pet_shop,1,1798
2017-09,AL,telefonia,2,350.79999999999995
2017-09,AM,,1,541.8
2017-09,AM,automotivo,1,36
2017-09,AM,beleza_saude,1,23.99
2017-09,AM,brinquedos,1,79.9
2017-09,AM,esporte_lazer,1,179.9
2017-09,AM,informatica_acessorios,1,66.9
2017-09,AM,moveis_escritorio,1,135.9
2017-09,AM,relogios_presentes,1,69.99
2017-09,AM,utilidades_domesticas,1,28.9
2017-09,AP,cama_mesa_banho,1,269.70000000000005
2017-09,AP,instrumentos_musicais,1,94.9
2017-09,BA,,5,514.23
2017-09,BA,audio,1,119.9
2017-09,BA,automotivo,4,427.79
2017-09,BA,bebes,10,2300.9800000000005
2017-09,BA,beleza_saude,21,3349.2800000000007
2017-09,BA,brinquedos,8,676.27
2017-09,BA,cama_mesa_banho,18,1989.5600000000004
2017-09,BA,casa_conforto,2,428
2017-09,BA,casa_conforto_2,1,12.9
2017-09,BA,climatizacao,1,176.26
2017-09,BA,consoles_games,4,512.97
2017-09,BA,cool_stuff,8,1365.55
2017-09,BA,eletrodomesticos_2,1,419.8
2017-09,BA,eletroportateis,1,17.8
2017-09,BA,esporte_lazer,13,1817.1000000000004
2017-09,BA,fashion_bolsas_e_acessorios,6,511.69999999999993
2017-09,BA,fashion_calcados,1,84.9
2017-09,BA,fashion_roupa_infanto_juvenil,1,89.99
2017-09,BA,fashion_roupa_masculina,2,408.69999999999993
2017-09,BA,fashion_underwear_e_moda_praia,1,79.9
2017-09,BA,ferramentas_jardim,6,592.39
2017-09,BA,informatica_acessorios,7,627.6899999999999
2017-09,BA,instrumentos_musicais,1,359
2017-09,BA,malas_acessorios,2,112.8
2017-09,BA,moveis_decoracao,6,480.3399999999999
2017-09,BA,moveis_escritorio,3,455.88
2017-09,BA,papelaria,1,94
2017-09,BA,pcs,1,850
2017-09,BA,perfumaria,6,498.86
2017-09,BA,pet_shop,1,110
2017-09,BA,relogios_presentes,9,1442.8
2017-09,BA,telefonia,9,1724.8500000000004
2017-09,BA,utilidades_domesticas,10,1295.1100000000001
2017-09,CE,alimentos,1,27.5
2017-09,CE,automotivo,2,1365.9
2017-09,CE,bebes,2,459
2017-09,CE,beleza_saude,5,767.6899999999999
2017-09,CE,brinquedos,9,656.18
2017-09,CE,cama_mesa_banho,3,242.70000000000002
2017-09,CE,casa_conforto,1,76.9
2017-09,CE,cool_stuff,1,132.9
2017-09,CE,eletronicos,1,139.9
2017-09,CE,eletroportateis,1,890
2017-09,CE,esporte_lazer,7,761.5799999999999
2017-09,CE,fashion_bolsas_e_acessorios,2,388.98
2017-09,CE,ferramentas_jardim,1,208
2017-09,CE,informatica_acessorios,5,1335.79
2017-09,CE,livros_tecnicos,1,99
2017-09,CE,moveis_decoracao,8,907.8699999999999
2017-09,CE,pcs,2,2699.8
2017-09,CE,perfumaria,4,518.49
2017-09,CE,pet_shop,2,119.88999999999999
2017-09,CE,relogios_presentes,12,4295.18
2017-09,CE,telefonia,5,578.6700000000001
2017-09,CE,utilidades_domesticas,2,219.9
2017-09,DF,,1,151.54
2017-09,DF,artigos_de_natal,1,117.8
2017-09,DF,audio,1,79
2017-09,DF,automotivo,4,189.26999999999998
2017-09,DF,bebes,2,186.8
2017-09,DF,bebidas,1,30
2017-09,DF,beleza_saude,11,1225.26
2017-09,DF,brinquedos,4,395.39
2017-09,DF,cama_mesa_banho,9,879.29
2017-09,DF,casa_conforto,2,147.9
2017-09,DF,casa_construcao,1,216.9
2017-09,DF,consoles_games,1,19.9
2017-09,DF,cool_stuff,2,363.9
2017-09,DF,eletrodomesticos_2,1,154
2017-09,DF,eletronicos,1,199.9
2017-09,DF,eletroportateis,1,103.8
2017-09,DF,esporte_lazer,14,1615.63
2017-09,DF,fashion_bolsas_e_acessorios,1,27.3
2017-09,DF,ferramentas_jardim,2,618.1
2017-09,DF,informatica_acessorios,5,625.66
2017-09,DF,livros_interesse_geral,3,183.4
2017-09,DF,malas_acessorios,2,164.5
2017-09,DF,moveis_cozinha_area_de_servico_jantar_e_jardim,1,179.9
2017-09,DF,moveis_decoracao,6,897.8899999999998
2017-09,DF,papelaria,1,59.9
2017-09,DF,pcs,2,2899.99
2017-09,DF,perfumaria,3,444.89
2017-09,DF,relogios_presentes,2,108.9
2017-09,DF,seguros_e_servicos,1,100
2017-09,DF,telefonia,6,456.78
2017-09,DF,utilidades_domesticas,6,476.4
2017-09,ES,,1,279.99
2017-09,ES,automotivo,3,416.05
2017-09,ES,bebes,3,155.89000000000001
2017-09,ES,beleza_saude,4,252.69
2017-09,ES,brinquedos,6,778.28
2017-09,ES,cama_mesa_banho,11,1278.5300000000002
2017-09,ES,casa_construcao,1,91
2017-09,ES,climatizacao,1,99
2017-09,ES,construcao_ferramentas_construcao,1,54.9
2017-09,ES,construcao_ferramentas_ferramentas,1,19.99
2017-09,ES,cool_stuff,4,629.69
2017-09,ES,eletrodomesticos,2,139.8
2017-09,ES,eletronicos,1,18.9
2017-09,ES,esporte_lazer,6,1345.5400000000002
2017-09,ES,fashion_bolsas_e_acessorios,6,681.8
2017-09,ES,ferramentas_jardim,8,765.5699999999999
2017-09,ES,informatica_acessorios,1,31.9
2017-09,ES,livros_tecnicos,1,85
2017-09,ES,market_place,2,409.99
2017-09,ES,moveis_decoracao,6,974.2299999999999
2017-09,ES,papelaria,2,229.9
2017-09,ES,perfumaria,9,822.5499999999998
2017-09,ES,pet_shop,1,265
2017-09,ES,relogios_presentes,3,505.9
2017-09,ES,telefonia,6,756.87
2017-09,ES,utilidades_domesticas,3,146.99
2017-09,GO,,3,267.68
2017-09,GO,audio,1,98
2017-09,GO,automotivo,2,173.82999999999998
2017-09,GO,bebes,2,174.89
2017-09,GO,beleza_saude,12,751.7199999999999
2017-09,GO,brinquedos,6,835.16
2017-09,GO,cama_mesa_banho,13,1833.1800000000003
2017-09,GO,casa_construcao,1,435.7
2017-09,GO,construcao_ferramentas_seguranca,2,307.7
2017-09,GO,cool_stuff,7,2364.11
2017-09,GO,esporte_lazer,9,1023.7299999999999
2017-09,GO,fashion_bolsas_e_acessorios,3,133.89
2017-09,GO,ferramentas_jardim,3,208.89000000000001
2017-09,GO,informatica_acessorios,2,469.98
2017-09,GO,instrumentos_musicais,1,499
2017-09,GO,moveis_decoracao,4,448.88
2017-09,GO,pcs,1,1700
2017-09,GO,perfumaria,3,485.9
2017-09,GO,relogios_presentes,9,1349.9399999999998
2017-09,GO,telefonia,2,78.47
2017-09,GO,telefonia_fixa,1,16.99
2017-09,GO,utilidades_domesticas,3,231.9
2017-09,MA,,1,29.9
2017-09,MA,bebes,3,870.9
2017-09,MA,beleza_saude,4,851.8
2017-09,MA,brinquedos,2,173.9
2017-09,MA,cama_mesa_banho,3,381.7
2017-09,MA,consoles_games,1,39.9
2017-09,MA,cool_stuff,1,119.99
2017-09,MA,eletrodomesticos,2,1197.8
2017-09,MA,esporte_lazer,4,609.6999999999999
2017-09,MA,fashion_bolsas_e_acessorios,1,79.8
2017-09,MA,fashion_calcados,1,27.9
2017-09,MA,ferramentas_jardim,2,539.89
2017-09,MA,malas_acessorios,1,72.9
2017-09,MA,moveis_decoracao,4,682.8
2017-09,MA,pcs,2,2549.99
2017-09,MA,perfumaria,1,84.99
2017-09,MA,pet_shop,1,144.9
2017-09,MA,relogios_presentes,3,257.9
2017-09,MA,telefonia,5,802.5899999999999
2017-09,MG,,11,776.19
2017-09,MG,agro_industria_e_comercio,1,796
2017-09,MG,alimentos,1,56.97
2017-09,MG,alimentos_bebidas,1,23.4
2017-09,MG,artigos_de_natal,1,79.9
2017-09,MG,audio,1,89
2017-09,MG,automotivo,13,1558.98
2017-09,MG,bebes,24,2723.85
2017-09,MG,beleza_saude,38,4896.449999999998
2017-09,MG,brinquedos,34,3774.5700000000015
2017-09,MG,cama_mesa_banho,62,7981.579999999991
2017-09,MG,casa_conforto,6,917.5999999999999
2017-09,MG,casa_construcao,1,89.99
2017-09,MG,consoles_games,3,1112.99
2017-09,MG,construcao_ferramentas_construcao,1,169
2017-09,MG,cool_stuff,26,4762.29
2017-09,MG,eletronicos,8,821.5899999999999
2017-09,MG,eletroportateis,3,2097.79
2017-09,MG,esporte_lazer,51,6100.689999999996
2017-09,MG,fashion_bolsas_e_acessorios,10,941.2
2017-09,MG,fashion_calcados,3,374.6
2017-09,MG,fashion_esporte,1,225
2017-09,MG,fashion_roupa_feminina,1,47
2017-09,MG,fashion_roupa_masculina,1,99.8
2017-09,MG,fashion_underwear_e_moda_praia,3,309.7
2017-09,MG,ferramentas_jardim,26,2899.1900000000014
2017-09,MG,informatica_acessorios,29,2597.1900000000005
2017-09,MG,instrumentos_musicais,4,4410.6
2017-09,MG,livros_tecnicos,1,109
2017-09,MG,malas_acessorios,9,1005.72
2017-09,MG,moveis_decoracao,21,2256.420000000001
2017-09,MG,moveis_escritorio,3,2446.36
2017-09,MG,moveis_quarto,1,79.9
2017-09,MG,moveis_sala,1,92.99
2017-09,MG,papelaria,8,963.5999999999999
2017-09,MG,pcs,1,1300
2017-09,MG,perfumaria,15,1478.2100000000003
2017-09,MG,pet_shop,11,612.8199999999999
2017-09,MG,relogios_presentes,20,4393.370000000001
2017-09,MG,sinalizacao_e_seguranca,1,116
2017-09,MG,tablets_impressao_imagem,1,35.9
2017-09,MG,telefonia,18,2095.3799999999997
2017-09,MG,telefonia_fixa,1,19.99
2017-09,MG,utilidades_domesticas,27,4728.259999999998
2017-09,MS,bebes,1,887
2017-09,MS,beleza_saude,2,117.99
2017-09,MS,brinquedos,4,739.78
2017-09,MS,cama_mesa_banho,4,565.77
2017-09,MS,consoles_games,1,29.9
2017-09,MS,construcao_ferramentas_construcao,1,299
2017-09,MS,cool_stuff,1,139.9
2017-09,MS,esporte_lazer,7,892.4
2017-09,MS,fashion_bolsas_e_acessorios,1,29.99
2017-09,MS,fashion_underwear_e_moda_praia,1,192
2017-09,MS,informatica_acessorios,1,295.49
2017-09,MS,malas_acessorios,1,118.9
2017-09,MS,papelaria,2,70.8
2017-09,MS,perfumaria,1,13.99
2017-09,MS,relogios_presentes,2,224.9
2017-09,MS,utilidades_domesticas,2,284.9
2017-09,MT,,1,49.77
2017-09,MT,automotivo,1,143.8
2017-09,MT,bebes,4,1492.8899999999999
2017-09,MT,beleza_saude,2,326.8
2017-09,MT,brinquedos,2,708.9
2017-09,MT,cama_mesa_banho,1,45.95
2017-09,MT,consoles_games,1,90
2017-09,MT,cool_stuff,2,136
2017-09,MT,esporte_lazer,4,436.78
2017-09,MT,fashion_underwear_e_moda_praia,1,79.9
2017-09,MT,ferramentas_jardim,2,88.8
2017-09,MT,informatica_acessorios,1,39.9
2017-09,MT,livros_tecnicos,1,79
2017-09,MT,moveis_decoracao,6,670.67
2017-09,MT,moveis_quarto,1,469.8
2017-09,MT,pcs,1,1549.99
2017-09,MT,perfumaria,1,113.98
2017-09,MT,pet_shop,1,110
2017-09,MT,relogios_presentes,1,129.99
2017-09,MT,utilidades_domesticas,1,177.99
2017-09,PA,automotivo,3,1053
2017-09,PA,bebes,2,342.9
2017-09,PA,beleza_saude,3,296.39
2017-09,PA,brinquedos,1,21.9
2017-09,PA,cama_mesa_banho,3,307.98
2017-09,PA,cool_stuff,3,275.78999999999996
2017-09,PA,eletronicos,1,299.9
2017-09,PA,eletroportateis,2,1128.99
2017-09,PA,esporte_lazer,6,856.87
2017-09,PA,fashion_bolsas_e_acessorios,2,205.99
2017-09,PA,fashion_esporte,1,159.6
2017-09,PA,ferramentas_jardim,2,92.8
2017-09,PA,informatica_acessorios,4,230.89000000000001
2017-09,PA,instrumentos_musicais,1,249.9
2017-09,PA,relogios_presentes,4,390.79
2017-09,PA,telefonia,3,304.7
2017-09,PB,,1,79.8
2017-09,PB,automotivo,2,490.33
2017-09,PB,bebes,2,209.99
2017-09,PB,beleza_saude,7,1827.68
2017-09,PB,cama_mesa_banho,1,99.9
2017-09,PB,consoles_games,1,319
2017-09,PB,esporte_lazer,1,42.9
2017-09,PB,fashion_bolsas_e_acessorios,2,319.7
2017-09,PB,fashion_roupa_feminina,1,109.8
2017-09,PB,ferramentas_jardim,2,1258.9
2017-09,PB,moveis_decoracao,4,371.5
2017-09,PB,papelaria,1,139.98
2017-09,PB,relogios_presentes,2,204.9
2017-09,PB,telefonia,1,24.9
2017-09,PE,,1,79.8
2017-09,PE,automotivo,1,417.9
2017-09,PE,beleza_saude,8,550.93
2017-09,PE,brinquedos,6,481.29
2017-09,PE,cama_mesa_banho,4,1165.7
2017-09,PE,cool_stuff,2,769
